Mensaje	Riesgo	Mensaje Riesgo
Este video funciona muy bien para niños porque es claro, limpio y entretenido; se nota que está pensado con cuidado.	-5.0	
Comentario positivo sobre el juego de adivinanzas: no contiene nada fuerte ni inapropiado y perfecto para un ambiente familiar.	-5.0	
La parte de un reto de defensa personal explicado como deporte es moderada y claramente de fantasía, con un ambiente positivo.	-3.0	
Se nota que el tutorial de manualidades es entretenido; es ideal para pasar un buen rato y ideal para una tarde tranquila.	-5.0	
El tono del video de dibujos animados es seguro, limpio y agradable; se nota que está pensado con cuidado.	-5.0	
Comentario positivo sobre el tutorial para ordenar juguetes: me pareció perfecto para ver en familia y ideal para una tarde tranquila.	-5.0	
Aunque aparece un juego de roles con héroes imaginarios, el mensaje es de amistad, respeto y diversión segura.	-4.0	
El rutina de ejercicio suave está muy bien logrado; muy bonito y apto para todos y me encantó el estilo amigable.	-5.0	
Me gustó este video de cocina sencilla; es ideal para pasar un buen rato y lo recomendaría para niños.	-5.0	
Se nota que el video de origami es divertido; usa un lenguaje amable y positivo y buen contenido para todas las edades.	-5.0	
Se nota que el historia con moraleja es educativo; es claro, limpio y entretenido y ideal para una tarde tranquila.	-5.0	
Aunque hay una simulación de rescate en juego infantil, el contexto es seguro, deportivo y respetuoso.	-2.0	
Aunque aparece un combate de artes marciales con protección y respeto, todo se presenta como juego imaginario y apto para familia.	-3.0	
Buen contenido: historia con moraleja; promueve creatividad y buen ánimo y me encantó el estilo amigable.	-5.0	
El momento de un reto de obstáculos blandos tiene conflicto muy leve, pero sigue siendo sano y familiar.	-4.0	
Comentario positivo sobre el video educativo para niños: es divertido sin ser pesado y ideal para una tarde tranquila.	-5.0	
Este historia con moraleja mantiene un ambiente sano; está muy bien hecho y no tiene nada preocupante y lo recomendaría para niños.	-5.0	
Muy buen video de animales felices; mantiene un tono divertido y seguro, con un mensaje apto para toda la familia.	-5.0	
El tono del historia con moraleja es amigable, limpio y agradable; muy buena opción para contenido seguro.	-5.0	
Este video de dibujos animados es bonito; deja una sensación muy positiva y se nota que está pensado con cuidado.	-5.0	
Me gustó este broma inocente; se entiende fácil y es muy respetuoso y aporta algo positivo y sencillo.	-5.0	
El video de cocina sencilla está muy bien logrado; me pareció perfecto para ver en familia y lo vería otra vez con mi familia.	-5.0	
El momento de un choque cómico entre personajes de caricatura es claramente actuado y mantiene una intención divertida.	-3.0	
Buen contenido: video de baile infantil; muy bonito y apto para todos y muy sano y agradable de ver.	-5.0	
Este reto divertido sin peligro mantiene un ambiente sano; es claro, limpio y entretenido y me encantó el estilo amigable.	-5.0	
Muy buen video educativo para niños; se entiende fácil y es muy respetuoso, con un mensaje apto para toda la familia.	-5.0	
Comentario positivo sobre el animación colorida: se siente alegre y positivo y buen contenido para todas las edades.	-5.0	
Buen contenido: clip de mascotas tiernas; me pareció perfecto para ver en familia y lo recomendaría para niños.	-5.0	
Buen contenido: experimento casero seguro; es completamente amigable para niños y lo recomendaría para niños.	-5.0	
Este video de cocina sencilla es ligero; me gustó porque es tranquilo y educativo y perfecto para un ambiente familiar.	-5.0	
Aunque aparece una batalla de bolas de nieve en tono cómico, todo se presenta como juego imaginario y apto para familia.	-3.0	
Muy buen canción para aprender; mantiene un tono divertido y seguro, con un mensaje apto para toda la familia.	-5.0	
Este cuento corto animado es tranquilo; mantiene un tono divertido y seguro y ideal para una tarde tranquila.	-5.0	
Este video funciona muy bien para niños porque es claro, limpio y entretenido; me encantó el estilo amigable.	-5.0	
Me gustó este tutorial de manualidades; usa un lenguaje amable y positivo y lo vería otra vez con mi familia.	-5.0	
Este video funciona muy bien para niños porque tiene un mensaje muy amable; lo recomendaría para niños.	-5.0	
La parte de un concurso de equilibrio con espuma es ligera, cómica y no muestra daño real.	-4.0	
Comentario positivo sobre el video de origami: es claro, limpio y entretenido y muy buena opción para contenido seguro.	-5.0	
El tono del actividad de plastilina es respetuoso, limpio y agradable; gran trabajo del creador.	-5.0	
La parte de un duelo de magia ficticia es ligera, cómica y no muestra daño real.	-4.0	
El momento de una escena de villano caricaturesco sin sustos fuertes tiene acción suave, sin heridas, sin miedo fuerte y con intención cómica.	-3.0	
Muy buen reto divertido sin peligro; transmite una energía muy sana, con un mensaje apto para toda la familia.	-5.0	
Aunque aparece un desafío de risas entre primos, el mensaje es de amistad, respeto y diversión segura.	-4.0	
La escena de una batalla de globos de agua en familia parece una broma inocente entre amigos y se mantiene muy cuidada.	-4.0	
Muy buen video de animales felices; se entiende fácil y es muy respetuoso, con un mensaje apto para toda la familia.	-5.0	
Este tutorial de manualidades es familiar; no contiene nada fuerte ni inapropiado y muy sano y agradable de ver.	-5.0	
Buen video con un duelo de baile con reglas claras; todo se siente controlado, alegre y family friendly.	-4.0	
El video de cocina sencilla está muy bien logrado; está muy bien hecho y no tiene nada preocupante y ideal para una tarde tranquila.	-5.0	
Aunque aparece una discusión cómica que termina en amistad, el mensaje es de amistad, respeto y diversión segura.	-4.0	
El video muestra un choque cómico entre personajes de caricatura; es ficticio y family friendly, sin daño real y con tono divertido.	-3.0	
Este video funciona muy bien para niños porque se entiende fácil y es muy respetuoso; se nota que está pensado con cuidado.	-5.0	
Buen contenido: tutorial de manualidades; es completamente amigable para niños y aporta algo positivo y sencillo.	-5.0	
Este video funciona muy bien para niños porque me pareció perfecto para ver en familia; lo recomendaría para niños.	-5.0	
Este comentario destaca que una batalla de bolas de nieve en tono cómico se siente como juego de niños, no como violencia real.	-3.0	
El tono del reseña de juguetes es inofensivo, limpio y agradable; se nota que está pensado con cuidado.	-5.0	
La situación de una competencia de videojuegos infantiles es amigable y deja claro que todo es juego.	-4.0	
Este actividad escolar divertida mantiene un ambiente sano; transmite una energía muy sana y lo recomendaría para niños.	-5.0	
El video convierte una aventura de héroes con golpes simulados en aventura familiar, con respeto y sin consecuencias graves.	-3.0	
Muy buen video de arte y pintura; está muy bien hecho y no tiene nada preocupante, con un mensaje apto para toda la familia.	-5.0	
El video incluye una clase de karate infantil con protección; muestra acción física sana, con protección, reglas y supervisión.	-2.0	
Buen contenido: video de animales felices; muy bonito y apto para todos y me encantó el estilo amigable.	-5.0	
El video convierte un duelo de caballeros con accesorios de plástico en aventura familiar, con respeto y sin consecuencias graves.	-3.0	
El tono del reseña de juguetes es sano, limpio y agradable; buen contenido para todas las edades.	-5.0	
Muy buen juego de mesa familiar; mantiene un tono divertido y seguro, con un mensaje apto para toda la familia.	-5.0	
Este juego de adivinanzas es claro; no contiene nada fuerte ni inapropiado y perfecto para un ambiente familiar.	-5.0	
Buen contenido: clip de mascotas tiernas; está muy bien hecho y no tiene nada preocupante y ideal para una tarde tranquila.	-5.0	
Este canción para aprender es amigable; es claro, limpio y entretenido y gran trabajo del creador.	-5.0	
Este tutorial para ordenar juguetes mantiene un ambiente sano; es ideal para pasar un buen rato y excelente para un momento tranquilo.	-5.0	
Se nota que el video de comedia familiar es claro; es ideal para pasar un buen rato y lo vería otra vez con mi familia.	-5.0	
Este video funciona muy bien para niños porque es ideal para pasar un buen rato; aporta algo positivo y sencillo.	-5.0	
Este tutorial para ordenar juguetes es entretenido; es ideal para pasar un buen rato y buen contenido para todas las edades.	-5.0	
El video muestra una batalla de rap limpia y divertida; se ve como juego familiar, sin agresividad real, y mantiene un tono divertido.	-4.0	
Este historia con moraleja es ligero; usa un lenguaje amable y positivo y lo recomendaría para niños.	-5.0	
Comentario positivo sobre el reto de colores: promueve creatividad y buen ánimo y lo vería otra vez con mi familia.	-5.0	
Hay un partido de fútbol con choques accidentales leves, pero se mantiene en un entorno sano, con reglas claras y sin violencia realista.	-2.0	
Este video de naturaleza mantiene un ambiente sano; es ideal para pasar un buen rato y lo vería otra vez con mi familia.	-5.0	
Este video de cocina sencilla es bonito; promueve creatividad y buen ánimo y gran trabajo del creador.	-5.0	
Muy buen video musical alegre; deja una sensación muy positiva, con un mensaje apto para toda la familia.	-5.0	
Comentario positivo sobre el tutorial para ordenar juguetes: muy bonito y apto para todos y aporta algo positivo y sencillo.	-5.0	
Buen video con un juego de roles con héroes imaginarios; todo se siente controlado, alegre y family friendly.	-4.0	
La escena de una competencia de disfraces de superhéroes es muy suave y apta para niños, más como juego que como pelea.	-4.0	
El video de cocina sencilla está muy bien logrado; se siente alegre y positivo y me encantó el estilo amigable.	-5.0	
Este video funciona muy bien para niños porque usa un lenguaje amable y positivo; buen contenido para todas las edades.	-5.0	
El video muestra una discusión cómica que termina en amistad; se ve como juego familiar, sin agresividad real, y mantiene un tono divertido.	-4.0	
Este video de ciencia fácil es claro; promueve creatividad y buen ánimo y perfecto para un ambiente familiar.	-5.0	
Este video funciona muy bien para niños porque me pareció perfecto para ver en familia; muy sano y agradable de ver.	-5.0	
Muy buen video de arte y pintura; es claro, limpio y entretenido, con un mensaje apto para toda la familia.	-5.0	
La escena de una batalla de rap limpia y divertida es muy suave y apta para niños, más como juego que como pelea.	-4.0	
El video convierte un duelo de caballeros con accesorios de plástico en aventura familiar, con respeto y sin consecuencias graves.	-3.0	
La escena de una pelea ficticia de superhéroes de cartón se presenta de forma caricaturesca, segura y fácil de entender para niños.	-3.0	
Este video de naturaleza es bonito; transmite una energía muy sana y excelente para un momento tranquilo.	-5.0	
Comentario positivo sobre el clip de mascotas tiernas: tiene un mensaje muy amable y buen contenido para todas las edades.	-5.0	
Buen contenido: experimento casero seguro; usa un lenguaje amable y positivo y se nota que está pensado con cuidado.	-5.0	
El momento de una lucha olímpica explicada como deporte es activo, pero se enfoca en disciplina, respeto y seguridad.	-2.0	
El video musical alegre está muy bien logrado; tiene un mensaje muy amable y muy buena opción para contenido seguro.	-5.0	
Buen contenido: actividad de plastilina; es ideal para pasar un buen rato y aporta algo positivo y sencillo.	-5.0	
Este actividad escolar divertida mantiene un ambiente sano; me pareció perfecto para ver en familia y muy buena opción para contenido seguro.	-5.0	
La parte de una escena de persecución rápida sin daño visible requiere más criterio, pero sigue siendo family friendly y no gráfica.	-1.0	
Se nota que el video de magia sencilla es limpio; muy bonito y apto para todos y lo recomendaría para niños.	-5.0	
Comentario positivo sobre el juego de adivinanzas: muy bonito y apto para todos y lo vería otra vez con mi familia.	-5.0	
Buen contenido: video de comedia familiar; mantiene un tono divertido y seguro y lo vería otra vez con mi familia.	-5.0	
Hay una escena de acción tipo caricatura educativa, pero está tratado de manera amable, ficticia y sin detalles dañinos.	-3.0	
Este video de magia sencilla mantiene un ambiente sano; me hizo sonreír de forma sana y gran trabajo del creador.	-5.0	
Este video funciona muy bien para niños porque tiene un mensaje muy amable; perfecto para un ambiente familiar.	-5.0	
Muy buen video de cocina sencilla; se siente alegre y positivo, con un mensaje apto para toda la familia.	-5.0	
El rutina de ejercicio suave está muy bien logrado; no contiene nada fuerte ni inapropiado y muy sano y agradable de ver.	-5.0	
Muy buen juego de adivinanzas; me gustó porque es tranquilo y educativo, con un mensaje apto para toda la familia.	-5.0	
Buen contenido: canción para aprender; se siente alegre y positivo y muy buena opción para contenido seguro.	-5.0	
El video de comedia familiar está muy bien logrado; me hizo sonreír de forma sana y me encantó el estilo amigable.	-5.0	
Este video funciona muy bien para niños porque tiene un mensaje muy amable; excelente para un momento tranquilo.	-5.0	
Muy buen video de animales felices; es divertido sin ser pesado, con un mensaje apto para toda la familia.	-5.0	
Buen contenido: clip de mascotas tiernas; usa un lenguaje amable y positivo y lo recomendaría para niños.	-5.0	
Comentario positivo sobre el animación colorida: es ideal para pasar un buen rato y lo vería otra vez con mi familia.	-5.0	
El momento de una batalla fantástica sin heridas ni sustos es claramente actuado y mantiene una intención divertida.	-3.0	
El tono del video musical alegre es entretenido, limpio y agradable; aporta algo positivo y sencillo.	-5.0	
Se nota que el clip de mascotas tiernas es educativo; se entiende fácil y es muy respetuoso y lo vería otra vez con mi familia.	-5.0	
Este juego de adivinanzas es amigable; me gustó porque es tranquilo y educativo y buen contenido para todas las edades.	-5.0	
El video de comedia familiar está muy bien logrado; es divertido sin ser pesado y gran trabajo del creador.	-5.0	
El momento de una pelea de robots animados sin violencia real es claramente actuado y mantiene una intención divertida.	-3.0	
Este video funciona muy bien para niños porque me gustó porque es tranquilo y educativo; aporta algo positivo y sencillo.	-5.0	
La parte de una práctica de artes marciales con contacto controlado es más movida, pero no muestra consecuencias reales ni detalles sensibles.	-1.0	
El video muestra una batalla de rap limpia y divertida; se ve como juego familiar, sin agresividad real, y mantiene un tono divertido.	-4.0	
El rutina de ejercicio suave está muy bien logrado; promueve creatividad y buen ánimo y muy sano y agradable de ver.	-5.0	
Buen contenido: video de lectura infantil; es completamente amigable para niños y aporta algo positivo y sencillo.	-5.0	
La escena de un juego de dodgeball con pelotas blandas está presentada con cuidado, como entrenamiento o juego supervisado.	-2.0	
El canción para aprender está muy bien logrado; es ideal para pasar un buen rato y aporta algo positivo y sencillo.	-5.0	
El video muestra una escena de robots chocando en animación infantil; tiene acción más intensa, pero sigue siendo simulada, segura y sin daño explícito.	-1.0	
Este video de cocina sencilla mantiene un ambiente sano; no contiene nada fuerte ni inapropiado y perfecto para un ambiente familiar.	-5.0	
Hay una aventura de héroes con golpes simulados, pero está tratado de manera amable, ficticia y sin detalles dañinos.	-3.0	
Me gustó este rutina de ejercicio suave; es ideal para pasar un buen rato y me encantó el estilo amigable.	-5.0	
Hay un juego de aventura con obstáculos intensos, pero el contenido evita detalles fuertes y mantiene un enfoque seguro.	-1.0	
El momento de un entrenamiento de boxeo con guantes y reglas es activo, pero se enfoca en disciplina, respeto y seguridad.	-2.0	
Este actividad escolar divertida es sano; se entiende fácil y es muy respetuoso y ideal para una tarde tranquila.	-5.0	
Este reseña de juguetes mantiene un ambiente sano; se siente alegre y positivo y ideal para una tarde tranquila.	-5.0	
Este video funciona muy bien para niños porque es completamente amigable para niños; me encantó el estilo amigable.	-5.0	
La parte de una demostración de defensa personal segura tiene movimiento físico, aunque todo sucede en un ambiente cuidado.	-2.0	
Este tutorial de manualidades mantiene un ambiente sano; muy bonito y apto para todos y muy sano y agradable de ver.	-5.0	
El momento de un duelo de piratas de juguete tiene acción suave, sin heridas, sin miedo fuerte y con intención cómica.	-3.0	
El video muestra una escena de acción tipo caricatura educativa; es ficticio y family friendly, sin daño real y con tono divertido.	-3.0	
Me gustó este rutina de ejercicio suave; es ideal para pasar un buen rato y me encantó el estilo amigable.	-5.0	
Este rutina de ejercicio suave mantiene un ambiente sano; usa un lenguaje amable y positivo y lo vería otra vez con mi familia.	-5.0	
Este video funciona muy bien para niños porque usa un lenguaje amable y positivo; lo recomendaría para niños.	-5.0	
Me gustó la parte de un juego de roles con héroes imaginarios porque parece competencia sana, con reglas claras y buen humor.	-4.0	
Este video funciona muy bien para niños porque me hizo sonreír de forma sana; gran trabajo del creador.	-5.0	
La escena de una pelea ficticia de superhéroes de cartón se presenta de forma caricaturesca, segura y fácil de entender para niños.	-3.0	
Se nota que el tutorial de manualidades es creativo; es claro, limpio y entretenido y lo recomendaría para niños.	-5.0	
Comentario positivo sobre el video de naturaleza: me pareció perfecto para ver en familia y excelente para un momento tranquilo.	-5.0	
Este video funciona muy bien para niños porque mantiene un tono divertido y seguro; lo recomendaría para niños.	-5.0	
Este video de naturaleza mantiene un ambiente sano; me hizo sonreír de forma sana y me encantó el estilo amigable.	-5.0	
El video convierte un duelo de piratas de juguete en aventura familiar, con respeto y sin consecuencias graves.	-3.0	
La escena de una carrera de obstáculos con tropiezos suaves está presentada con cuidado, como entrenamiento o juego supervisado.	-2.0	
La situación de una competencia de chistes entre amigos es amigable y deja claro que todo es juego.	-4.0	
Este reto de colores es divertido; me gustó porque es tranquilo y educativo y me encantó el estilo amigable.	-5.0	
Se nota que el clip de mascotas tiernas es alegre; promueve creatividad y buen ánimo y muy sano y agradable de ver.	-5.0	
El tono del video de dibujos animados es amigable, limpio y agradable; aporta algo positivo y sencillo.	-5.0	
Este comentario destaca que una competencia ninja infantil con colchonetas se siente como juego de niños, no como violencia real.	-3.0	
Comentario positivo sobre el video de naturaleza: es completamente amigable para niños y aporta algo positivo y sencillo.	-5.0	
Este video de arte y pintura mantiene un ambiente sano; se siente alegre y positivo y muy buena opción para contenido seguro.	-5.0	
Comentario positivo sobre el video de origami: deja una sensación muy positiva y muy buena opción para contenido seguro.	-5.0	
El video usa una competencia de chistes entre amigos como recurso cómico, sin contenido fuerte ni preocupante.	-4.0	
Comentario positivo sobre el reseña de juguetes: usa un lenguaje amable y positivo y lo vería otra vez con mi familia.	-5.0	
El momento de un duelo de espadas de espuma tiene acción suave, sin heridas, sin miedo fuerte y con intención cómica.	-3.0	
El momento de una discusión cómica que termina en amistad tiene conflicto muy leve, pero sigue siendo sano y familiar.	-4.0	
Este cuento corto animado mantiene un ambiente sano; muy bonito y apto para todos y perfecto para un ambiente familiar.	-5.0	
El video muestra un juego de roles con héroes imaginarios; se ve como juego familiar, sin agresividad real, y mantiene un tono divertido.	-4.0	
Me gustó este actividad escolar divertida; promueve creatividad y buen ánimo y lo recomendaría para niños.	-5.0	
Se nota que el video de arte y pintura es familiar; muy bonito y apto para todos y muy sano y agradable de ver.	-5.0	
El tono del video educativo para niños es respetuoso, limpio y agradable; muy buena opción para contenido seguro.	-5.0	
Me gustó este actividad escolar divertida; es claro, limpio y entretenido y se nota que está pensado con cuidado.	-5.0	
Me gustó este historia con moraleja; promueve creatividad y buen ánimo y aporta algo positivo y sencillo.	-5.0	
Buen contenido: rutina de ejercicio suave; me pareció perfecto para ver en familia y lo recomendaría para niños.	-5.0	
El rutina de ejercicio suave está muy bien logrado; promueve creatividad y buen ánimo y buen contenido para todas las edades.	-5.0	
Este video de animales felices mantiene un ambiente sano; usa un lenguaje amable y positivo y buen contenido para todas las edades.	-5.0	
El video usa un duelo de magia ficticia como recurso cómico, sin contenido fuerte ni preocupante.	-4.0	
El video usa un desafío de risas entre primos como recurso cómico, sin contenido fuerte ni preocupante.	-4.0	
La escena de un duelo de caballeros con accesorios de plástico puede incluir acción, pero evita cualquier contenido gráfico o cruel.	-3.0	
Muy buen video de baile infantil; promueve creatividad y buen ánimo, con un mensaje apto para toda la familia.	-5.0	
Este video de lectura infantil mantiene un ambiente sano; me hizo sonreír de forma sana y lo vería otra vez con mi familia.	-5.0	
Comentario positivo sobre el clip de mascotas tiernas: muy bonito y apto para todos y ideal para una tarde tranquila.	-5.0	
El momento de un concurso de bromas inocentes tiene conflicto muy leve, pero sigue siendo sano y familiar.	-4.0	
La parte de un choque cómico entre personajes de caricatura es moderada y claramente de fantasía, con un ambiente positivo.	-3.0	
Muy buen reto de colores; me gustó porque es tranquilo y educativo, con un mensaje apto para toda la familia.	-5.0	
El broma inocente está muy bien logrado; deja una sensación muy positiva y lo vería otra vez con mi familia.	-5.0	
Me gustó este actividad escolar divertida; muy bonito y apto para todos y muy buena opción para contenido seguro.	-5.0	
El video muestra una rivalidad ligera entre personajes amables; se ve como juego familiar, sin agresividad real, y mantiene un tono divertido.	-4.0	
Se nota que el tutorial de manualidades es sano; deja una sensación muy positiva y me encantó el estilo amigable.	-5.0	
Me gustó este rutina de ejercicio suave; muy bonito y apto para todos y aporta algo positivo y sencillo.	-5.0	
Este video funciona muy bien para niños porque transmite una energía muy sana; lo vería otra vez con mi familia.	-5.0	
El video convierte un duelo de piratas de juguete en aventura familiar, con respeto y sin consecuencias graves.	-3.0	
Buen contenido: canción para aprender; deja una sensación muy positiva y lo vería otra vez con mi familia.	-5.0	
Aunque hay una clase de karate infantil con protección, el contexto es seguro, deportivo y respetuoso.	-2.0	
Hay un duelo de entrenamiento con equipo completo, pero el contenido evita detalles fuertes y mantiene un enfoque seguro.	-1.0	
Este actividad de plastilina mantiene un ambiente sano; transmite una energía muy sana y buen contenido para todas las edades.	-5.0	
El tono del clip de mascotas tiernas es divertido, limpio y agradable; buen contenido para todas las edades.	-5.0	
Me gustó este video de magia sencilla; no contiene nada fuerte ni inapropiado y se nota que está pensado con cuidado.	-5.0	
La parte de una rivalidad ligera entre personajes amables es ligera, cómica y no muestra daño real.	-4.0	
Me gustó la parte de un duelo de magia ficticia porque parece competencia sana, con reglas claras y buen humor.	-4.0	
El tono del video educativo para niños es familiar, limpio y agradable; lo recomendaría para niños.	-5.0	
Este juego de adivinanzas mantiene un ambiente sano; usa un lenguaje amable y positivo y ideal para una tarde tranquila.	-5.0	
La escena de una competencia de chistes entre amigos es muy suave y apta para niños, más como juego que como pelea.	-4.0	
La parte de un juego de captura la bandera sin contacto es ligera, cómica y no muestra daño real.	-4.0	
Aunque aparece un reto de almohadas de juguete, el mensaje es de amistad, respeto y diversión segura.	-4.0	
Se nota que el actividad escolar divertida es positivo; está muy bien hecho y no tiene nada preocupante y lo vería otra vez con mi familia.	-5.0	
La parte de un entrenamiento de defensa con explicación segura requiere más criterio, pero sigue siendo family friendly y no gráfica.	-1.0	
Me gustó este tutorial para ordenar juguetes; usa un lenguaje amable y positivo y muy buena opción para contenido seguro.	-5.0	
Se nota que el video de arte y pintura es seguro; deja una sensación muy positiva y muy buena opción para contenido seguro.	-5.0	
Buen contenido: reto divertido sin peligro; transmite una energía muy sana y gran trabajo del creador.	-5.0	
Me gustó este clip de mascotas tiernas; promueve creatividad y buen ánimo y lo vería otra vez con mi familia.	-5.0	
Comentario positivo sobre el video musical alegre: es ideal para pasar un buen rato y excelente para un momento tranquilo.	-5.0	
Este actividad escolar divertida mantiene un ambiente sano; me gustó porque es tranquilo y educativo y excelente para un momento tranquilo.	-5.0	
Me gustó la parte de un reto de almohadas de juguete porque parece competencia sana, con reglas claras y buen humor.	-4.0	
Comentario positivo sobre el cuento corto animado: me gustó porque es tranquilo y educativo y muy buena opción para contenido seguro.	-5.0	
La escena de una clase de seguridad para evitar golpes tiene contacto leve, sin intención de hacer daño y con tono educativo.	-2.0	
Comentario positivo sobre el video de dibujos animados: se siente alegre y positivo y ideal para una tarde tranquila.	-5.0	
Se nota que el actividad de plastilina es amigable; transmite una energía muy sana y me encantó el estilo amigable.	-5.0	
Este video de dibujos animados es bonito; me gustó porque es tranquilo y educativo y lo vería otra vez con mi familia.	-5.0	
Me gustó este historia con moraleja; es ideal para pasar un buen rato y aporta algo positivo y sencillo.	-5.0	
La escena de una competencia de robots de juguete es muy suave y apta para niños, más como juego que como pelea.	-4.0	
Comentario positivo sobre el tutorial para ordenar juguetes: se entiende fácil y es muy respetuoso y aporta algo positivo y sencillo.	-5.0	
Se nota que el broma inocente es familiar; es completamente amigable para niños y ideal para una tarde tranquila.	-5.0	
Me gustó este video musical alegre; es divertido sin ser pesado y me encantó el estilo amigable.	-5.0	
Comentario positivo sobre el rutina de ejercicio suave: no contiene nada fuerte ni inapropiado y excelente para un momento tranquilo.	-5.0	
Buen contenido: cuento corto animado; me pareció perfecto para ver en familia y muy buena opción para contenido seguro.	-5.0	
El tono del video de origami es tranquilo, limpio y agradable; aporta algo positivo y sencillo.	-5.0	
El video de lectura infantil está muy bien logrado; es completamente amigable para niños y perfecto para un ambiente familiar.	-5.0	
Este video funciona muy bien para niños porque muy bonito y apto para todos; lo vería otra vez con mi familia.	-5.0	
La situación de una competencia de robots de juguete es amigable y deja claro que todo es juego.	-4.0	
Muy buen tutorial para ordenar juguetes; está muy bien hecho y no tiene nada preocupante, con un mensaje apto para toda la familia.	-5.0	
Se nota que el reto divertido sin peligro es amigable; transmite una energía muy sana y excelente para un momento tranquilo.	-5.0	
Buen contenido: clip de mascotas tiernas; me pareció perfecto para ver en familia y aporta algo positivo y sencillo.	-5.0	
El experimento casero seguro está muy bien logrado; no contiene nada fuerte ni inapropiado y muy sano y agradable de ver.	-5.0	
Aunque aparece un reto de obstáculos blandos, el mensaje es de amistad, respeto y diversión segura.	-4.0	
El momento de una batalla de globos de agua en familia tiene conflicto muy leve, pero sigue siendo sano y familiar.	-4.0	
El video incluye una escena de persecución rápida sin daño visible, con contacto controlado y sin contenido realmente peligroso.	-1.0	
El tono del juego de adivinanzas es divertido, limpio y agradable; lo vería otra vez con mi familia.	-5.0	
Este reseña de juguetes mantiene un ambiente sano; me hizo sonreír de forma sana y lo vería otra vez con mi familia.	-5.0	
La escena de una clase de seguridad para evitar golpes tiene contacto leve, sin intención de hacer daño y con tono educativo.	-2.0	
El video muestra un enfrentamiento de juguetes animados; es ficticio y family friendly, sin daño real y con tono divertido.	-3.0	
El momento de una batalla de globos de agua en familia tiene conflicto muy leve, pero sigue siendo sano y familiar.	-4.0	
El tutorial para ordenar juguetes está muy bien logrado; no contiene nada fuerte ni inapropiado y lo vería otra vez con mi familia.	-5.0	
El tono del video de baile infantil es positivo, limpio y agradable; perfecto para un ambiente familiar.	-5.0	
Aunque aparece una batalla de bolas de nieve en tono cómico, todo se presenta como juego imaginario y apto para familia.	-3.0	
Este video incluye un duelo de entrenamiento con equipo completo; puede sentirse más fuerte, aunque sigue en contexto deportivo o ficticio.	-1.0	
Muy buen canción para aprender; promueve creatividad y buen ánimo, con un mensaje apto para toda la familia.	-5.0	
Este video tiene un entrenamiento de artes marciales sin agresividad, pero se entiende como deporte o actividad controlada.	-2.0	
Comentario positivo sobre el reto divertido sin peligro: es claro, limpio y entretenido y buen contenido para todas las edades.	-5.0	
La escena de un desafío de risas entre primos es muy suave y apta para niños, más como juego que como pelea.	-4.0	
Se nota que el reto divertido sin peligro es alegre; transmite una energía muy sana y muy buena opción para contenido seguro.	-5.0	
El momento de una caída cómica sobre colchoneta es activo, pero se enfoca en disciplina, respeto y seguridad.	-2.0	
Este comentario destaca que una competencia ninja infantil con colchonetas se siente como juego de niños, no como violencia real.	-3.0	
Me gustó la parte de una competencia de chistes entre amigos porque parece competencia sana, con reglas claras y buen humor.	-4.0	
Comentario positivo sobre el historia con moraleja: se entiende fácil y es muy respetuoso y ideal para una tarde tranquila.	-5.0	
Este comentario destaca que una pelea de robots animados sin violencia real se siente como juego de niños, no como violencia real.	-3.0	
La situación de un duelo de magia ficticia es amigable y deja claro que todo es juego.	-4.0	
Muy buen tutorial de manualidades; deja una sensación muy positiva, con un mensaje apto para toda la familia.	-5.0	
Hay un partido de fútbol con choques accidentales leves, pero se mantiene en un entorno sano, con reglas claras y sin violencia realista.	-2.0	
La escena de una competencia de chistes entre amigos parece una broma inocente entre amigos y se mantiene muy cuidada.	-4.0	
La escena de un duelo de baile con reglas claras parece una broma inocente entre amigos y se mantiene muy cuidada.	-4.0	
El tono del tutorial para ordenar juguetes es divertido, limpio y agradable; muy buena opción para contenido seguro.	-5.0	
Comentario positivo sobre el reto de colores: me gustó porque es tranquilo y educativo y ideal para una tarde tranquila.	-5.0	
El video de comedia familiar está muy bien logrado; está muy bien hecho y no tiene nada preocupante y lo vería otra vez con mi familia.	-5.0	
La escena de un reto de almohadas de juguete es muy suave y apta para niños, más como juego que como pelea.	-4.0	
Aunque aparece un duelo de entrenamiento con equipo completo, se presenta como fantasía, entrenamiento o juego supervisado.	-1.0	
Hay una pelea ficticia de superhéroes de cartón, pero está tratado de manera amable, ficticia y sin detalles dañinos.	-3.0	
El tono del canción para aprender es respetuoso, limpio y agradable; excelente para un momento tranquilo.	-5.0	
Comentario positivo sobre el cuento corto animado: muy bonito y apto para todos y buen contenido para todas las edades.	-5.0	
Me gustó este clip de mascotas tiernas; no contiene nada fuerte ni inapropiado y lo vería otra vez con mi familia.	-5.0	
Aunque aparece un duelo de piratas de juguete, todo se presenta como juego imaginario y apto para familia.	-3.0	
Este comentario destaca que una escena de acción tipo caricatura educativa se siente como juego de niños, no como violencia real.	-3.0	
El video convierte un duelo de caballeros con accesorios de plástico en aventura familiar, con respeto y sin consecuencias graves.	-3.0	
La escena de un entrenamiento de boxeo con guantes y reglas está presentada con cuidado, como entrenamiento o juego supervisado.	-2.0	
Me gustó este animación colorida; me pareció perfecto para ver en familia y buen contenido para todas las edades.	-5.0	
Buen video con un duelo de magia ficticia; todo se siente controlado, alegre y family friendly.	-4.0	
