Mensaje	Riesgo
Contenido de riesgo alto: texto que presume participar en actos agresivos en una animación oscura, con glorificación de daño.	4
Comentario de riesgo medio: escena donde varios personajes se enfrentan físicamente, con normalización de una conducta agresiva.	3
El mensaje presenta comentario que elogia a figuras criminales violentas como algo aceptable o admirable; es altamente inadecuado para menores.	5
El texto menciona comentario que alienta una revancha física sin explicar cómo en una transmisión en vivo; no es apto para niños sin supervisión.	3
El mensaje presenta texto que celebra una agresión extrema sin detalles explícitos como algo aceptable o admirable; es altamente inadecuado para menores.	5
La vida hay que vivirla irresponsablemente, pero con responsabilidad. Pablo Escobar	5
Mensaje problemático por mensaje que trata los golpes como entretenimiento; describe violencia a alto nivel, sin detalles gráficos.	3
Comentario de riesgo medio: mensaje que describe una persecución agresiva sin detalles explícitos, con normalización de una conducta agresiva.	3
Comentario de riesgo medio: escena donde varios personajes se enfrentan físicamente, con normalización de una conducta agresiva.	3
Contenido de riesgo máximo: comentario que elogia a figuras criminales violentas en una escena de acción, claramente no apto para menores.	5
Comentario de riesgo 5 porque incluye comentario que normaliza hacer daño grave para ganar respeto en un video de barrio, que puede asustar a menores.	5
El mensaje presenta comentario que normaliza hacer daño grave para ganar respeto como algo aceptable o admirable; es altamente inadecuado para menores.	5
El mensaje presenta comentario que celebra daño severo hacia otra persona sin describirlo gráficamente como algo aceptable o admirable; es altamente inadecuado para menores.	5
El mensaje usa comentario que usa intimidación para provocar miedo como forma de presión o miedo; no es adecuado para niños.	4
El mensaje presenta texto que promueve miedo, control e intimidación como poder como algo aceptable o admirable; es altamente inadecuado para menores.	5
El mensaje incluye juego de batalla con accesorios de espuma en una discusión grabada; es acción leve y no gráfica.	2
Desde que empecé en el negocio del tráfico de drogas hasta ahora se produjo una gran diferencia. Hoy en día hay un montón de drogas, pero en aquel entonces, las únicas que conocíamos eran la marihuana y la amapola. Chapo Guzmán	5
Texto apto para menores sobre opinión positiva sobre una manualidad familiar; no contiene agresión ni intimidación.	0
Mensaje problemático por comentario que alienta una revancha física sin explicar cómo; describe violencia a alto nivel, sin detalles gráficos.	3
Contenido de riesgo alto: mensaje que normaliza la venganza violenta en un fragmento de película, con glorificación de daño.	4
Mensaje muy riesgoso: mensaje que trata la violencia extrema como espectáculo; evita detalles gráficos, pero glorifica daño grave.	5
Texto preocupante porque incluye mensaje que glorifica una pelea fuerte y humillante; no contiene instrucciones, pero sí normaliza violencia.	4
Mensaje problemático por escena donde varios personajes se enfrentan físicamente; describe violencia a alto nivel, sin detalles gráficos.	3
Comentario no recomendado para menores: comentario que usa intimidación para provocar miedo, con tono de amenaza o intimidación.	4
Texto apto para menores sobre opinión positiva sobre una manualidad familiar; no contiene agresión ni intimidación.	0
Texto preocupante porque incluye comentario que amenaza con hacer daño a otra persona sin dar instrucciones; no contiene instrucciones, pero sí normaliza violencia.	4
El mensaje usa comentario que invita a responder a los problemas con violencia como forma de presión o miedo; no es adecuado para niños.	4
Contenido de riesgo máximo: texto que amenaza con consecuencias violentas graves en un fragmento de película, claramente no apto para menores.	5
El texto menciona mensaje que trata los golpes como entretenimiento en una escena de acción; no es apto para niños sin supervisión.	3
El mensaje presenta comentario que normaliza hacer daño grave para ganar respeto como algo aceptable o admirable; es altamente inadecuado para menores.	5
Mensaje problemático por pelea callejera mencionada de forma general sin detalles gráficos; describe violencia a alto nivel, sin detalles gráficos.	3
Texto con violencia moderada: video donde se normaliza resolver conflictos con golpes, con una situación tensa.	3
El mensaje presenta comentario que elogia a figuras criminales violentas como algo aceptable o admirable; es altamente inadecuado para menores.	5
Texto no apto para niños ni adolescentes: mensaje que trata la violencia extrema como espectáculo, con normalización de violencia extrema.	5
Comentario de riesgo medio: pelea callejera mencionada de forma general sin detalles gráficos, con normalización de una conducta agresiva.	3
El texto menciona comentario que alienta una revancha física sin explicar cómo en un video de barrio; no es apto para niños sin supervisión.	3
Mensaje problemático por pelea callejera mencionada de forma general sin detalles gráficos; describe violencia a alto nivel, sin detalles gráficos.	3
El mensaje presenta texto que celebra una agresión extrema sin detalles explícitos como algo aceptable o admirable; es altamente inadecuado para menores.	5
Mensaje problemático por mensaje que describe una persecución agresiva sin detalles explícitos; describe violencia a alto nivel, sin detalles gráficos.	3
Texto apto para menores sobre mensaje respetuoso en un video de ciencia para niños; no contiene agresión ni intimidación.	0
Contenido de riesgo alto: comentario que usa intimidación para provocar miedo en una transmisión en vivo, con glorificación de daño.	4
El mensaje usa comentario que presenta el daño físico como algo divertido como forma de presión o miedo; no es adecuado para niños.	4
Mensaje tranquilo sobre comentario sano sobre un reto sin peligro, con lenguaje amable y familiar.	0
Mensaje de alto riesgo: texto que presume participar en actos agresivos en un relato ficticio, con tono intimidante.	4
Mensaje problemático por pelea callejera mencionada de forma general sin detalles gráficos; describe violencia a alto nivel, sin detalles gráficos.	3
Mensaje de alto riesgo: mensaje que se burla de una víctima después de una agresión en un fragmento de película, con lenguaje de conflicto.	4
Mensaje muy riesgoso: mensaje que presenta la crueldad como algo aceptable; evita detalles gráficos, pero glorifica daño grave.	5
Mensaje tranquilo sobre mensaje familiar sobre un cuento animado, con lenguaje amable y familiar.	0
El mensaje usa comentario que invita a responder a los problemas con violencia como forma de presión o miedo; no es adecuado para niños.	4
Mensaje muy riesgoso: mensaje que presenta la crueldad como algo aceptable; evita detalles gráficos, pero glorifica daño grave.	5
Contenido de riesgo máximo: mensaje que presenta la crueldad como algo aceptable en un montaje dramático, claramente no apto para menores.	5
El mensaje presenta comentario que elogia a figuras criminales violentas como algo aceptable o admirable; es altamente inadecuado para menores.	5
Los que más hablan de moralidad son los que más tienen que esconder. Pablo Escobar	5
El contenido menciona discusión fuerte donde nadie resulta herido; requiere contexto, aunque no da instrucciones ni detalles gráficos.	2
Texto no apto para niños ni adolescentes: mensaje que trata la violencia extrema como espectáculo, con normalización de violencia extrema.	5
El texto menciona comentario que minimiza una pelea real entre adolescentes en una transmisión en vivo; no es apto para niños sin supervisión.	3
El mensaje presenta mensaje que trata la violencia extrema como espectáculo como algo aceptable o admirable; es altamente inadecuado para menores.	5
Mensaje con competencia deportiva con contacto controlado en una discusión grabada, tratado como ficción o actividad controlada.	2
El mensaje contiene escena de empujón accidental tratada como humor en un montaje dramático, pero se mantiene en un nivel leve.	1
El mensaje presenta mensaje que romantiza el crimen violento y sus consecuencias como algo aceptable o admirable; es altamente inadecuado para menores.	5
Texto preocupante porque incluye mensaje que se burla de una víctima después de una agresión; no contiene instrucciones, pero sí normaliza violencia.	4
Texto no apto para niños ni adolescentes: comentario que celebra daño severo hacia otra persona sin describirlo gráficamente, con normalización de violencia extrema.	5
El contenido presenta mensaje que trata los golpes como entretenimiento en un clip de internet, lo cual puede ser inadecuado para menores.	3
Contenido de riesgo máximo: texto que celebra una agresión extrema sin detalles explícitos en una discusión grabada, claramente no apto para menores.	5
Mensaje problemático por comentario que minimiza una pelea real entre adolescentes; describe violencia a alto nivel, sin detalles gráficos.	3
Comentario no recomendado para menores: mensaje que se burla de una víctima después de una agresión, con tono de amenaza o intimidación.	4
El contenido presenta video donde se normaliza resolver conflictos con golpes en un video de barrio, lo cual puede ser inadecuado para menores.	3
Comentario no recomendado para menores: comentario que invita a responder a los problemas con violencia, con tono de amenaza o intimidación.	4
Comentario de riesgo 5 porque incluye texto que promueve miedo, control e intimidación como poder en un relato ficticio, con lenguaje de conflicto.	5
El contenido presenta comentario que minimiza una pelea real entre adolescentes en un comentario de redes, lo cual puede ser inadecuado para menores.	3
Mensaje muy riesgoso: mensaje que glorifica violencia grave y la presenta como admirable; evita detalles gráficos, pero glorifica daño grave.	5
El texto menciona comentario que celebra una discusión que se vuelve física en un montaje dramático; no es apto para niños sin supervisión.	3
Contenido de riesgo máximo: texto que promueve miedo, control e intimidación como poder en un fragmento de película, claramente no apto para menores.	5
Comentario sobre pelea leve de caricatura sin heridas ni miedo intenso; puede no ser ideal para niños pequeños, pero no es extremo.	2
Comentario con intercambio tenso que termina en disculpa; puede ser poco amable, pero no llega a violencia real.	1
El mensaje presenta mensaje que romantiza el crimen violento y sus consecuencias como algo aceptable o admirable; es altamente inadecuado para menores.	5
El mensaje presenta comentario que elogia a figuras criminales violentas como algo aceptable o admirable; es altamente inadecuado para menores.	5
Texto apto para menores sobre mensaje respetuoso en un video de ciencia para niños; no contiene agresión ni intimidación.	0
Texto preocupante porque incluye mensaje que glorifica una pelea fuerte y humillante; no contiene instrucciones, pero sí normaliza violencia.	4
El mensaje presenta texto que amenaza con consecuencias violentas graves como algo aceptable o admirable; es altamente inadecuado para menores.	5
Mensaje problemático por mensaje que presenta la agresión como forma de ganar respeto; describe violencia a alto nivel, sin detalles gráficos.	3
Comentario de riesgo 5 porque incluye mensaje que glorifica violencia grave y la presenta como admirable en un video viral, que requiere supervisión adulta.	5
Contenido de riesgo alto: texto que presume participar en actos agresivos en una discusión grabada, con glorificación de daño.	4
Comentario de riesgo medio: video con intimidación y contacto violento descrito a alto nivel, con normalización de una conducta agresiva.	3
El contenido menciona discusión fuerte donde nadie resulta herido; requiere contexto, aunque no da instrucciones ni detalles gráficos.	2
Texto con violencia moderada: escena donde varios personajes se enfrentan físicamente, con tono intimidante.	3
Mensaje de alto riesgo: texto que presume participar en actos agresivos en un foro de adolescentes, que puede asustar a menores.	4
Contenido de riesgo máximo: mensaje que glorifica violencia grave y la presenta como admirable en un video de barrio, claramente no apto para menores.	5
Mensaje con video de acción con golpes simulados y tono ficticio en un fragmento de película, tratado como ficción o actividad controlada.	2
Texto preocupante porque incluye comentario que usa intimidación para provocar miedo; no contiene instrucciones, pero sí normaliza violencia.	4
Comentario sin riesgo: habla de comentario positivo sobre un juego de mesa, sin violencia ni amenazas.	0
Mensaje muy riesgoso: mensaje que glorifica violencia grave y la presenta como admirable; evita detalles gráficos, pero glorifica daño grave.	5
Texto con riesgo bajo-medio: caída cómica sobre colchoneta sin consecuencias, presentado sin daño explícito.	2
Mensaje muy riesgoso: mensaje que trata la violencia extrema como espectáculo; evita detalles gráficos, pero glorifica daño grave.	5
El mensaje contiene desafío verbal algo brusco pero sin violencia en una escena de acción, pero se mantiene en un nivel leve.	1
Comentario de riesgo 5 porque incluye mensaje que romantiza el crimen violento y sus consecuencias en un comentario de redes, descrito de forma general.	5
El mensaje presenta comentario que normaliza hacer daño grave para ganar respeto como algo aceptable o admirable; es altamente inadecuado para menores.	5
Mensaje de alto riesgo: mensaje que normaliza la venganza violenta en un video de barrio, no apto para niños pequeños.	4
El contenido presenta mensaje que trata los golpes como entretenimiento en una escena de acción, lo cual puede ser inadecuado para menores.	3
El mensaje presenta comentario que normaliza hacer daño grave para ganar respeto como algo aceptable o admirable; es altamente inadecuado para menores.	5
Mensaje de alto riesgo: texto que presume participar en actos agresivos en un foro de adolescentes, presentado como algo normal.	4
Texto con riesgo bajo-medio: escena de empujones en un juego físico supervisado, presentado sin daño explícito.	2
Texto de bajo riesgo: aparece broma ruda entre amigos que no pasa a mayores, sin amenazas ni daño físico.	1
El mensaje usa texto que justifica golpear a alguien por una discusión como forma de presión o miedo; no es adecuado para niños.	4
Mensaje problemático por escena donde varios personajes se enfrentan físicamente; describe violencia a alto nivel, sin detalles gráficos.	3
Comentario de riesgo 5 porque incluye comentario que celebra daño severo hacia otra persona sin describirlo gráficamente en un comentario de redes, con tono agresivo.	5
El contenido presenta mensaje que describe una persecución agresiva sin detalles explícitos en una discusión grabada, lo cual puede ser inadecuado para menores.	3
Comentario de riesgo 5 porque incluye comentario que normaliza hacer daño grave para ganar respeto en una historia corta, no apto para niños pequeños.	5
Texto preocupante porque incluye texto que presume participar en actos agresivos; no contiene instrucciones, pero sí normaliza violencia.	4
Comentario de riesgo 5 porque incluye comentario que celebra daño severo hacia otra persona sin describirlo gráficamente en una historia corta, no apto para niños pequeños.	5
El mensaje usa texto que celebra que alguien termine lastimado, sin detalles gráficos como forma de presión o miedo; no es adecuado para niños.	4
El mensaje incluye pelea leve de caricatura sin heridas ni miedo intenso en un relato ficticio; es acción leve y no gráfica.	2
El mensaje presenta texto que celebra una agresión extrema sin detalles explícitos como algo aceptable o admirable; es altamente inadecuado para menores.	5
Comentario sin riesgo: habla de comentario sobre un video educativo sin lenguaje agresivo, sin violencia ni amenazas.	0
El texto menciona mensaje que trata los golpes como entretenimiento en un video viral; no es apto para niños sin supervisión.	3
Comentario con intercambio tenso que termina en disculpa; puede ser poco amable, pero no llega a violencia real.	1
El contenido presenta escena donde varios personajes se enfrentan físicamente en un relato ficticio, lo cual puede ser inadecuado para menores.	3
Comentario no recomendado para menores: mensaje que se burla de una víctima después de una agresión, con tono de amenaza o intimidación.	4
Texto con riesgo bajo-medio: entrenamiento de artes marciales con protección, presentado sin daño explícito.	2
Mensaje con conflicto menor: queja exagerada sobre perder un juego, sin contenido gráfico.	1
Texto no apto para niños ni adolescentes: comentario que normaliza hacer daño grave para ganar respeto, con normalización de violencia extrema.	5
Texto preocupante porque incluye texto que justifica golpear a alguien por una discusión; no contiene instrucciones, pero sí normaliza violencia.	4
El mensaje presenta mensaje que presenta la crueldad como algo aceptable como algo aceptable o admirable; es altamente inadecuado para menores.	5
El contenido presenta mensaje que trata los golpes como entretenimiento en un clip de internet, lo cual puede ser inadecuado para menores.	3
Mensaje con conflicto menor: frase competitiva con enojo leve, sin contenido gráfico.	1
No, señor, para nada, porque la gente que se dedica a esta actividad, pues no dependen de mí. Chapo Guzmán	5
Texto con violencia moderada: mensaje que describe una persecución agresiva sin detalles explícitos, descrito de forma general.	3
Mensaje con conflicto menor: escena de empujón accidental tratada como humor, sin contenido gráfico.	1
Comentario de riesgo medio: escena donde varios personajes se enfrentan físicamente, con normalización de una conducta agresiva.	3
Comentario de riesgo medio: comentario que alienta una revancha física sin explicar cómo, con normalización de una conducta agresiva.	3
Texto preocupante porque incluye comentario que presenta el daño físico como algo divertido; no contiene instrucciones, pero sí normaliza violencia.	4
Comentario de riesgo medio: comentario que minimiza una pelea real entre adolescentes, con normalización de una conducta agresiva.	3
Contenido de riesgo alto: mensaje que se burla de una víctima después de una agresión en un montaje dramático, con glorificación de daño.	4
El mensaje presenta mensaje que presenta la crueldad como algo aceptable como algo aceptable o admirable; es altamente inadecuado para menores.	5
El mensaje es seguro: trata de opinión neutral sobre una receta sencilla y mantiene un tono respetuoso.	0
El mensaje usa comentario que invita a responder a los problemas con violencia como forma de presión o miedo; no es adecuado para niños.	4
El mensaje usa comentario que usa intimidación para provocar miedo como forma de presión o miedo; no es adecuado para niños.	4
Mensaje problemático por video donde se normaliza resolver conflictos con golpes; describe violencia a alto nivel, sin detalles gráficos.	3
El mensaje usa comentario que usa intimidación para provocar miedo como forma de presión o miedo; no es adecuado para niños.	4
El mensaje usa mensaje que se burla de una víctima después de una agresión como forma de presión o miedo; no es adecuado para niños.	4
Mensaje problemático por pelea callejera mencionada de forma general sin detalles gráficos; describe violencia a alto nivel, sin detalles gráficos.	3
Comentario no recomendado para menores: mensaje que normaliza la venganza violenta, con tono de amenaza o intimidación.	4
Comentario no recomendado para menores: comentario que usa intimidación para provocar miedo, con tono de amenaza o intimidación.	4
Comentario de riesgo medio: video donde se normaliza resolver conflictos con golpes, con normalización de una conducta agresiva.	3
El texto menciona comentario que celebra una discusión que se vuelve física en una animación oscura; no es apto para niños sin supervisión.	3
El contenido menciona caída cómica sobre colchoneta sin consecuencias; requiere contexto, aunque no da instrucciones ni detalles gráficos.	2
Mensaje con video de acción con golpes simulados y tono ficticio en un video viral, tratado como ficción o actividad controlada.	2
Comentario de riesgo medio: mensaje que trata los golpes como entretenimiento, con normalización de una conducta agresiva.	3
Mensaje muy riesgoso: texto que celebra una agresión extrema sin detalles explícitos; evita detalles gráficos, pero glorifica daño grave.	5
Contenido de riesgo alto: mensaje que glorifica una pelea fuerte y humillante en un comentario de redes, con glorificación de daño.	4
El mensaje incluye video de acción con golpes simulados y tono ficticio en una animación oscura; es acción leve y no gráfica.	2
Comentario sin riesgo: habla de mensaje respetuoso en un video de ciencia para niños, sin violencia ni amenazas.	0
Comentario no recomendado para menores: mensaje que glorifica una pelea fuerte y humillante, con tono de amenaza o intimidación.	4
Comentario de riesgo medio: video donde se normaliza resolver conflictos con golpes, con normalización de una conducta agresiva.	3
El mensaje presenta comentario que normaliza hacer daño grave para ganar respeto como algo aceptable o admirable; es altamente inadecuado para menores.	5
El texto muestra comentario con tono molesto pero sin amenazas en una publicación de fans, con tono molesto pero controlado.	1
Comentario de riesgo 5 porque incluye mensaje que romantiza el crimen violento y sus consecuencias en una historia corta, con tono agresivo.	5
El contenido menciona pelea leve de caricatura sin heridas ni miedo intenso; requiere contexto, aunque no da instrucciones ni detalles gráficos.	2
El contenido menciona entrenamiento de artes marciales con protección; requiere contexto, aunque no da instrucciones ni detalles gráficos.	2
El mensaje presenta mensaje que trata la violencia extrema como espectáculo como algo aceptable o admirable; es altamente inadecuado para menores.	5
Texto preocupante porque incluye mensaje que normaliza la venganza violenta; no contiene instrucciones, pero sí normaliza violencia.	4
El texto muestra broma ruda entre amigos que no pasa a mayores en un comentario de redes, con tono molesto pero controlado.	1
El mensaje es seguro: trata de opinión neutral sobre una receta sencilla y mantiene un tono respetuoso.	0
El texto menciona mensaje que trata los golpes como entretenimiento en un fragmento de película; no es apto para niños sin supervisión.	3
Comentario sobre caída cómica sobre colchoneta sin consecuencias; puede no ser ideal para niños pequeños, pero no es extremo.	2
Texto preocupante porque incluye texto que celebra que alguien termine lastimado, sin detalles gráficos; no contiene instrucciones, pero sí normaliza violencia.	4
Texto con violencia moderada: mensaje que presenta la agresión como forma de ganar respeto, descrito de forma general.	3
El mensaje usa texto que justifica golpear a alguien por una discusión como forma de presión o miedo; no es adecuado para niños.	4
Contenido de riesgo máximo: comentario que celebra daño severo hacia otra persona sin describirlo gráficamente en una discusión grabada, claramente no apto para menores.	5
Texto preocupante porque incluye mensaje que glorifica una pelea fuerte y humillante; no contiene instrucciones, pero sí normaliza violencia.	4
Contenido de riesgo alto: comentario que presenta el daño físico como algo divertido en una discusión grabada, con glorificación de daño.	4
Comentario sin riesgo: habla de reacción tranquila a un video de mascotas, sin violencia ni amenazas.	0
Comentario sobre escena de empujones en un juego físico supervisado; puede no ser ideal para niños pequeños, pero no es extremo.	2
Mensaje de alto riesgo: comentario que invita a responder a los problemas con violencia en una historia corta, con una idea negativa para menores.	4
pobres niñas se defienden con drones 😆	5
El mensaje usa mensaje que glorifica una pelea fuerte y humillante como forma de presión o miedo; no es adecuado para niños.	4
Mensaje con video de acción con golpes simulados y tono ficticio en una animación oscura, tratado como ficción o actividad controlada.	2
Mensaje de alto riesgo: texto que presume participar en actos agresivos en un video de reacción, con una idea negativa para menores.	4
El mensaje incluye escena de empujones en un juego físico supervisado en una escena de acción; es acción leve y no gráfica.	2
Texto preocupante porque incluye texto que justifica golpear a alguien por una discusión; no contiene instrucciones, pero sí normaliza violencia.	4
Texto no apto para niños ni adolescentes: texto que amenaza con consecuencias violentas graves, con normalización de violencia extrema.	5
Texto preocupante porque incluye texto que justifica golpear a alguien por una discusión; no contiene instrucciones, pero sí normaliza violencia.	4
Comentario no recomendado para menores: mensaje que normaliza la venganza violenta, con tono de amenaza o intimidación.	4
El mensaje usa texto que presume participar en actos agresivos como forma de presión o miedo; no es adecuado para niños.	4
El texto muestra intercambio tenso que termina en disculpa en una publicación de fans, con tono molesto pero controlado.	1
Mensaje de alto riesgo: comentario que amenaza con hacer daño a otra persona sin dar instrucciones en una publicación de fans, con una idea negativa para menores.	4
Contenido de riesgo alto: comentario que amenaza con hacer daño a otra persona sin dar instrucciones en una historia corta, con glorificación de daño.	4
Comentario sin riesgo: habla de opinión positiva sobre una manualidad familiar, sin violencia ni amenazas.	0
Las reglas solo existen para quienes no tienen el poder de romperlas. Al Capone	5
No se trata de tener poder, sino de que los demás crean que lo tienes. Al Capone	5
Comentario de riesgo 5 porque incluye texto que promueve miedo, control e intimidación como poder en un clip de internet, no apto para niños pequeños.	5
Texto con riesgo bajo-medio: juego de batalla con accesorios de espuma, presentado sin daño explícito.	2
Texto no apto para niños ni adolescentes: texto que amenaza con consecuencias violentas graves, con normalización de violencia extrema.	5
Contenido de riesgo alto: mensaje que se burla de una víctima después de una agresión en una historia corta, con glorificación de daño.	4
Comentario no recomendado para menores: comentario que presenta el daño físico como algo divertido, con tono de amenaza o intimidación.	4
Mensaje muy riesgoso: comentario que elogia a figuras criminales violentas; evita detalles gráficos, pero glorifica daño grave.	5
El mensaje presenta mensaje que glorifica violencia grave y la presenta como admirable como algo aceptable o admirable; es altamente inadecuado para menores.	5
Mensaje tranquilo sobre opinión neutral sobre una receta sencilla, con lenguaje amable y familiar.	0
Mensaje muy riesgoso: mensaje que romantiza el crimen violento y sus consecuencias; evita detalles gráficos, pero glorifica daño grave.	5
El texto muestra queja exagerada sobre perder un juego en un video viral, con tono molesto pero controlado.	1
Comentario sin riesgo: habla de opinión positiva sobre una manualidad familiar, sin violencia ni amenazas.	0
Comentario no recomendado para menores: texto que celebra que alguien termine lastimado, sin detalles gráficos, con tono de amenaza o intimidación.	4
Contenido de riesgo máximo: mensaje que romantiza el crimen violento y sus consecuencias en un montaje dramático, claramente no apto para menores.	5
El mensaje incluye competencia deportiva con contacto controlado en un montaje dramático; es acción leve y no gráfica.	2
Texto con violencia moderada: mensaje que presenta la agresión como forma de ganar respeto, descrito de forma general.	3
Texto preocupante porque incluye comentario que presenta el daño físico como algo divertido; no contiene instrucciones, pero sí normaliza violencia.	4
Texto preocupante porque incluye comentario que presenta el daño físico como algo divertido; no contiene instrucciones, pero sí normaliza violencia.	4
El mensaje contiene intercambio tenso que termina en disculpa en un comentario de redes, pero se mantiene en un nivel leve.	1
Mensaje problemático por video con intimidación y contacto violento descrito a alto nivel; describe violencia a alto nivel, sin detalles gráficos.	3
Mensaje con conflicto menor: comentario de rivalidad escolar sin daño físico, sin contenido gráfico.	1
El texto muestra discusión leve entre personajes sin insultos fuertes en una escena de acción, con tono molesto pero controlado.	1
Texto con violencia moderada: video donde se normaliza resolver conflictos con golpes, que puede asustar a menores.	3
Mensaje con conflicto menor: desafío verbal algo brusco pero sin violencia, sin contenido gráfico.	1
Texto no apto para niños ni adolescentes: comentario que celebra daño severo hacia otra persona sin describirlo gráficamente, con normalización de violencia extrema.	5
Contenido de riesgo máximo: texto que amenaza con consecuencias violentas graves en un comentario de redes, claramente no apto para menores.	5
Mensaje de alto riesgo: mensaje que glorifica una pelea fuerte y humillante en una escena de acción, sin detalles explícitos.	4
Texto con violencia moderada: mensaje que trata los golpes como entretenimiento, sin detalles explícitos.	3
Texto con violencia moderada: mensaje que describe una persecución agresiva sin detalles explícitos, presentado como algo normal.	3
Comentario de riesgo 5 porque incluye texto que promueve miedo, control e intimidación como poder en una discusión grabada, presentado como algo normal.	5
Mensaje problemático por comentario que alienta una revancha física sin explicar cómo; describe violencia a alto nivel, sin detalles gráficos.	3
Texto no apto para niños ni adolescentes: mensaje que romantiza el crimen violento y sus consecuencias, con normalización de violencia extrema.	5
El mensaje presenta comentario que celebra daño severo hacia otra persona sin describirlo gráficamente como algo aceptable o admirable; es altamente inadecuado para menores.	5
El mensaje usa texto que justifica golpear a alguien por una discusión como forma de presión o miedo; no es adecuado para niños.	4
El mensaje usa mensaje que normaliza la venganza violenta como forma de presión o miedo; no es adecuado para niños.	4
El mensaje incluye video de acción con golpes simulados y tono ficticio en una discusión grabada; es acción leve y no gráfica.	2
El mensaje contiene reacción impulsiva ante una derrota en una historia corta, pero se mantiene en un nivel leve.	1
Comentario de riesgo 5 porque incluye mensaje que romantiza el crimen violento y sus consecuencias en un relato ficticio, presentado como algo normal.	5
Comentario de riesgo medio: escena donde varios personajes se enfrentan físicamente, con normalización de una conducta agresiva.	3
Mensaje de alto riesgo: comentario que invita a responder a los problemas con violencia en un video de barrio, con una situación tensa.	4
El texto muestra comentario de rivalidad escolar sin daño físico en un comentario de redes, con tono molesto pero controlado.	1
Mensaje muy riesgoso: mensaje que glorifica violencia grave y la presenta como admirable; evita detalles gráficos, pero glorifica daño grave.	5
Comentario positivo de opinión positiva sobre una manualidad familiar; es adecuado para un entorno infantil.	0
Texto preocupante porque incluye mensaje que se burla de una víctima después de una agresión; no contiene instrucciones, pero sí normaliza violencia.	4
El contenido presenta comentario que alienta una revancha física sin explicar cómo en un comentario de redes, lo cual puede ser inadecuado para menores.	3
Texto no apto para niños ni adolescentes: mensaje que presenta la crueldad como algo aceptable, con normalización de violencia extrema.	5
Mensaje problemático por comentario que minimiza una pelea real entre adolescentes; describe violencia a alto nivel, sin detalles gráficos.	3
Contenido de riesgo alto: mensaje que se burla de una víctima después de una agresión en un fragmento de película, con glorificación de daño.	4
Comentario de riesgo 5 porque incluye mensaje que romantiza el crimen violento y sus consecuencias en una historia corta, con una situación tensa.	5
no sabes en el pedo que estas	5
El contenido menciona video de acción con golpes simulados y tono ficticio; requiere contexto, aunque no da instrucciones ni detalles gráficos.	2
El texto menciona comentario que celebra una discusión que se vuelve física en una transmisión en vivo; no es apto para niños sin supervisión.	3
Comentario con comentario de rivalidad escolar sin daño físico; puede ser poco amable, pero no llega a violencia real.	1
Mensaje problemático por video con intimidación y contacto violento descrito a alto nivel; describe violencia a alto nivel, sin detalles gráficos.	3
Texto preocupante porque incluye texto que presume participar en actos agresivos; no contiene instrucciones, pero sí normaliza violencia.	4
Comentario de riesgo 5 porque incluye texto que promueve miedo, control e intimidación como poder en una publicación de fans, con enfoque poco saludable.	5
Contenido de riesgo máximo: mensaje que trata la violencia extrema como espectáculo en una animación oscura, claramente no apto para menores.	5
Contenido de riesgo máximo: mensaje que trata la violencia extrema como espectáculo en un montaje dramático, claramente no apto para menores.	5
Comentario sin riesgo: habla de opinión neutral sobre una receta sencilla, sin violencia ni amenazas.	0
El texto menciona mensaje que trata los golpes como entretenimiento en un fragmento de película; no es apto para niños sin supervisión.	3
El contenido presenta mensaje que presenta la agresión como forma de ganar respeto en un video de barrio, lo cual puede ser inadecuado para menores.	3
El mensaje presenta comentario que elogia a figuras criminales violentas como algo aceptable o admirable; es altamente inadecuado para menores.	5
Mensaje muy riesgoso: mensaje que romantiza el crimen violento y sus consecuencias; evita detalles gráficos, pero glorifica daño grave.	5
Comentario de riesgo medio: pelea callejera mencionada de forma general sin detalles gráficos, con normalización de una conducta agresiva.	3
Contenido de riesgo máximo: comentario que normaliza hacer daño grave para ganar respeto en una historia corta, claramente no apto para menores.	5
Texto con riesgo bajo-medio: entrenamiento de artes marciales con protección, presentado sin daño explícito.	2
Arriba la familia Michoacána	5
Comentario sin riesgo: habla de comentario amable sobre una canción infantil, sin violencia ni amenazas.	0
Mensaje de alto riesgo: texto que presume participar en actos agresivos en un video de barrio, con una situación tensa.	4
Texto no apto para niños ni adolescentes: comentario que normaliza hacer daño grave para ganar respeto, con normalización de violencia extrema.	5
Texto preocupante porque incluye texto que presume participar en actos agresivos; no contiene instrucciones, pero sí normaliza violencia.	4
El mensaje usa comentario que usa intimidación para provocar miedo como forma de presión o miedo; no es adecuado para niños.	4
El mensaje incluye discusión fuerte donde nadie resulta herido en un relato ficticio; es acción leve y no gráfica.	2
El mensaje presenta mensaje que trata la violencia extrema como espectáculo como algo aceptable o admirable; es altamente inadecuado para menores.	5
Texto no apto para niños ni adolescentes: mensaje que presenta la crueldad como algo aceptable, con normalización de violencia extrema.	5
Mensaje con pelea leve de caricatura sin heridas ni miedo intenso en una publicación de fans, tratado como ficción o actividad controlada.	2
Comentario sobre discusión fuerte donde nadie resulta herido; puede no ser ideal para niños pequeños, pero no es extremo.	2
Yo suministro más heroína, metanfetamina, cocaína y marihuana que nadie en el mundo. Tengo una flota de submarinos, aviones, camiones y barcos. Chapo Guzmán	5
