Mensaje	Riesgo
El tono del video educativo para niños es divertido, limpio y agradable; excelente para un momento tranquilo.	-5
El video de lectura infantil está muy bien logrado; es divertido sin ser pesado y muy buena opción para contenido seguro.	-5
Este animación colorida es creativo; se entiende fácil y es muy respetuoso y perfecto para un ambiente familiar.	-5
Me gustó este reto divertido sin peligro; tiene un mensaje muy amable y lo recomendaría para niños.	-5
La escena de una competencia de robots de juguete es muy suave y apta para niños, más como juego que como pelea.	-4
Este actividad de plastilina es creativo; no contiene nada fuerte ni inapropiado y ideal para una tarde tranquila.	-5
Este tutorial para ordenar juguetes es entretenido; se siente alegre y positivo y perfecto para un ambiente familiar.	-5
Muy buen video de comedia familiar; usa un lenguaje amable y positivo, con un mensaje apto para toda la familia.	-5
El momento de un duelo de baile con reglas claras tiene conflicto muy leve, pero sigue siendo sano y familiar.	-4
Comentario positivo sobre el tutorial de manualidades: se entiende fácil y es muy respetuoso y buen contenido para todas las edades.	-5
El video muestra una competencia de videojuegos infantiles; se ve como juego familiar, sin agresividad real, y mantiene un tono divertido.	-4
Muy buen video de naturaleza; me gustó porque es tranquilo y educativo, con un mensaje apto para toda la familia.	-5
Este video funciona muy bien para niños porque me pareció perfecto para ver en familia; excelente para un momento tranquilo.	-5
Este video funciona muy bien para niños porque está muy bien hecho y no tiene nada preocupante; muy sano y agradable de ver.	-5
Me gustó este video de comedia familiar; es ideal para pasar un buen rato y lo recomendaría para niños.	-5
Este video funciona muy bien para niños porque se entiende fácil y es muy respetuoso; ideal para una tarde tranquila.	-5
Comentario positivo sobre el video de animales felices: es ideal para pasar un buen rato y muy buena opción para contenido seguro.	-5
Se nota que el canción para aprender es positivo; se entiende fácil y es muy respetuoso y excelente para un momento tranquilo.	-5
El momento de un desafío de risas entre primos tiene conflicto muy leve, pero sigue siendo sano y familiar.	-4
Comentario positivo sobre el canción para aprender: me pareció perfecto para ver en familia y me encantó el estilo amigable.	-5
La parte de una batalla de almohadas muy suave es moderada y claramente de fantasía, con un ambiente positivo.	-3
Me gustó este actividad escolar divertida; no contiene nada fuerte ni inapropiado y me encantó el estilo amigable.	-5
Este video de naturaleza mantiene un ambiente sano; es completamente amigable para niños y aporta algo positivo y sencillo.	-5
El tono del reseña de juguetes es positivo, limpio y agradable; gran trabajo del creador.	-5
La escena de una competencia de disfraces de superhéroes es muy suave y apta para niños, más como juego que como pelea.	-4
Este clip de mascotas tiernas es amigable; es claro, limpio y entretenido y se nota que está pensado con cuidado.	-5
Se nota que el tutorial para ordenar juguetes es creativo; mantiene un tono divertido y seguro y lo recomendaría para niños.	-5
El momento de una batalla de almohadas muy suave es claramente actuado y mantiene una intención divertida.	-3
El video muestra una escena de choque ficticio con tono de caricatura; tiene acción más intensa, pero sigue siendo simulada, segura y sin daño explícito.	-1
Muy buen video de lectura infantil; es claro, limpio y entretenido, con un mensaje apto para toda la familia.	-5
Muy buen reto divertido sin peligro; se siente alegre y positivo, con un mensaje apto para toda la familia.	-5
Este tutorial de manualidades mantiene un ambiente sano; muy bonito y apto para todos y excelente para un momento tranquilo.	-5
La parte de una carrera de obstáculos con tropiezos suaves puede ser intensa para algunos niños, pero no muestra daño explícito ni crueldad.	-2
El momento de un juego de captura la bandera sin contacto tiene conflicto muy leve, pero sigue siendo sano y familiar.	-4
Buen contenido: tutorial de manualidades; es divertido sin ser pesado y me encantó el estilo amigable.	-5
Este canción para aprender mantiene un ambiente sano; promueve creatividad y buen ánimo y se nota que está pensado con cuidado.	-5
Este video de comedia familiar es creativo; me pareció perfecto para ver en familia y muy sano y agradable de ver.	-5
Este video funciona muy bien para niños porque se siente alegre y positivo; lo vería otra vez con mi familia.	-5
Buen contenido: actividad de plastilina; transmite una energía muy sana y buen contenido para todas las edades.	-5
Me gustó este canción para aprender; se entiende fácil y es muy respetuoso y aporta algo positivo y sencillo.	-5
Muy buen video musical alegre; es divertido sin ser pesado, con un mensaje apto para toda la familia.	-5
Este animación colorida es alegre; es divertido sin ser pesado y lo recomendaría para niños.	-5
Buen contenido: actividad escolar divertida; usa un lenguaje amable y positivo y perfecto para un ambiente familiar.	-5
La parte de un enfrentamiento de juguetes animados es moderada y claramente de fantasía, con un ambiente positivo.	-3
Buen contenido: actividad de plastilina; muy bonito y apto para todos y perfecto para un ambiente familiar.	-5
Se nota que el tutorial para ordenar juguetes es creativo; es completamente amigable para niños y lo recomendaría para niños.	-5
El tono del cuento corto animado es respetuoso, limpio y agradable; se nota que está pensado con cuidado.	-5
El clip de mascotas tiernas está muy bien logrado; promueve creatividad y buen ánimo y lo recomendaría para niños.	-5
Comentario positivo sobre el clip de mascotas tiernas: no contiene nada fuerte ni inapropiado y excelente para un momento tranquilo.	-5
Comentario positivo sobre el reto divertido sin peligro: me pareció perfecto para ver en familia y muy sano y agradable de ver.	-5
Este juego de adivinanzas mantiene un ambiente sano; me hizo sonreír de forma sana y perfecto para un ambiente familiar.	-5
Me gustó este video de animales felices; transmite una energía muy sana y perfecto para un ambiente familiar.	-5
La escena de un duelo de piratas de juguete se presenta de forma caricaturesca, segura y fácil de entender para niños.	-3
El video muestra un juego de roles con héroes imaginarios; se ve como juego familiar, sin agresividad real, y mantiene un tono divertido.	-4
Me gustó la parte de un reto de almohadas de juguete porque parece competencia sana, con reglas claras y buen humor.	-4
Este video funciona muy bien para niños porque está muy bien hecho y no tiene nada preocupante; buen contenido para todas las edades.	-5
El momento de un reto de almohadas de juguete tiene conflicto muy leve, pero sigue siendo sano y familiar.	-4
Me gustó este actividad escolar divertida; no contiene nada fuerte ni inapropiado y gran trabajo del creador.	-5
Muy buen broma inocente; transmite una energía muy sana, con un mensaje apto para toda la familia.	-5
Este clip de mascotas tiernas mantiene un ambiente sano; me pareció perfecto para ver en familia y gran trabajo del creador.	-5
Se nota que el video educativo para niños es positivo; se siente alegre y positivo y muy buena opción para contenido seguro.	-5
Se nota que el video de comedia familiar es sano; es claro, limpio y entretenido y muy buena opción para contenido seguro.	-5
El video de arte y pintura está muy bien logrado; me pareció perfecto para ver en familia y excelente para un momento tranquilo.	-5
Me gustó este video de baile infantil; es divertido sin ser pesado y buen contenido para todas las edades.	-5
Comentario positivo sobre el rutina de ejercicio suave: mantiene un tono divertido y seguro y excelente para un momento tranquilo.	-5
Comentario positivo sobre el video de lectura infantil: usa un lenguaje amable y positivo y se nota que está pensado con cuidado.	-5
Me gustó este actividad escolar divertida; usa un lenguaje amable y positivo y muy sano y agradable de ver.	-5
Este video educativo para niños mantiene un ambiente sano; promueve creatividad y buen ánimo y muy sano y agradable de ver.	-5
El video de cocina sencilla está muy bien logrado; está muy bien hecho y no tiene nada preocupante y ideal para una tarde tranquila.	-5
Muy buen cuento corto animado; deja una sensación muy positiva, con un mensaje apto para toda la familia.	-5
El tono del experimento casero seguro es entretenido, limpio y agradable; me encantó el estilo amigable.	-5
Este video tiene un partido amistoso con contacto deportivo, pero se entiende como deporte o actividad controlada.	-2
El video muestra una rivalidad ligera entre personajes amables; se ve como juego familiar, sin agresividad real, y mantiene un tono divertido.	-4
Buen video con un concurso de equilibrio con espuma; todo se siente controlado, alegre y family friendly.	-4
Muy buen video de naturaleza; me pareció perfecto para ver en familia, con un mensaje apto para toda la familia.	-5
El tono del animación colorida es tranquilo, limpio y agradable; ideal para una tarde tranquila.	-5
El tono del video de lectura infantil es inofensivo, limpio y agradable; ideal para una tarde tranquila.	-5
Comentario positivo sobre el video de ciencia fácil: mantiene un tono divertido y seguro y excelente para un momento tranquilo.	-5
La escena de una batalla de globos de agua en familia es muy suave y apta para niños, más como juego que como pelea.	-4
Buen contenido: reto de colores; está muy bien hecho y no tiene nada preocupante y lo vería otra vez con mi familia.	-5
Este video funciona muy bien para niños porque usa un lenguaje amable y positivo; muy buena opción para contenido seguro.	-5
Hay un entrenamiento de defensa con explicación segura, pero el contenido evita detalles fuertes y mantiene un enfoque seguro.	-1
Este video de arte y pintura es familiar; es claro, limpio y entretenido y lo recomendaría para niños.	-5
Me gustó este video de baile infantil; mantiene un tono divertido y seguro y aporta algo positivo y sencillo.	-5
El video usa una demostración de defensa personal segura como ejemplo de actividad física sana y controlada.	-2
El video de baile infantil está muy bien logrado; me hizo sonreír de forma sana y muy buena opción para contenido seguro.	-5
Me gustó este video de naturaleza; tiene un mensaje muy amable y excelente para un momento tranquilo.	-5
Buen contenido: experimento casero seguro; es claro, limpio y entretenido y lo vería otra vez con mi familia.	-5
Muy buen rutina de ejercicio suave; es divertido sin ser pesado, con un mensaje apto para toda la familia.	-5
Se nota que el video de ciencia fácil es tranquilo; mantiene un tono divertido y seguro y gran trabajo del creador.	-5
La parte de un choque cómico entre personajes de caricatura es moderada y claramente de fantasía, con un ambiente positivo.	-3
Se nota que el video de cocina sencilla es claro; es claro, limpio y entretenido y lo recomendaría para niños.	-5
El reto de colores está muy bien logrado; se siente alegre y positivo y perfecto para un ambiente familiar.	-5
Se nota que el video musical alegre es creativo; deja una sensación muy positiva y perfecto para un ambiente familiar.	-5
El tono del video de arte y pintura es divertido, limpio y agradable; muy sano y agradable de ver.	-5
El tutorial de manualidades está muy bien logrado; es divertido sin ser pesado y gran trabajo del creador.	-5
Este juego de adivinanzas es ligero; me hizo sonreír de forma sana y ideal para una tarde tranquila.	-5
Comentario positivo sobre el clip de mascotas tiernas: transmite una energía muy sana y buen contenido para todas las edades.	-5
Este tutorial para ordenar juguetes es ligero; me hizo sonreír de forma sana y perfecto para un ambiente familiar.	-5
Aunque aparece un concurso de bromas inocentes, el mensaje es de amistad, respeto y diversión segura.	-4
La parte de una batalla de globos de agua en familia es ligera, cómica y no muestra daño real.	-4
El video de cocina sencilla está muy bien logrado; es ideal para pasar un buen rato y lo vería otra vez con mi familia.	-5
El video muestra un juego de roles con héroes imaginarios; se ve como juego familiar, sin agresividad real, y mantiene un tono divertido.	-4
Muy buen video musical alegre; se entiende fácil y es muy respetuoso, con un mensaje apto para toda la familia.	-5
Me gustó este juego de mesa familiar; transmite una energía muy sana y gran trabajo del creador.	-5
Este video funciona muy bien para niños porque es claro, limpio y entretenido; ideal para una tarde tranquila.	-5
Me gustó la parte de un juego de captura la bandera sin contacto porque parece competencia sana, con reglas claras y buen humor.	-4
La parte de un juego de captura la bandera sin contacto es ligera, cómica y no muestra daño real.	-4
Se nota que el video de ciencia fácil es amigable; transmite una energía muy sana y excelente para un momento tranquilo.	-5
Este actividad escolar divertida es entretenido; promueve creatividad y buen ánimo y se nota que está pensado con cuidado.	-5
Comentario positivo sobre el cuento corto animado: muy bonito y apto para todos y perfecto para un ambiente familiar.	-5
La escena de una escena de villano caricaturesco sin sustos fuertes puede incluir acción, pero evita cualquier contenido gráfico o cruel.	-3
Me gustó este experimento casero seguro; es divertido sin ser pesado y excelente para un momento tranquilo.	-5
La parte de un reto de coordinación con movimiento rápido puede ser intensa para algunos niños, pero no muestra daño explícito ni crueldad.	-2
Este video de baile infantil mantiene un ambiente sano; transmite una energía muy sana y lo vería otra vez con mi familia.	-5
Este video funciona muy bien para niños porque usa un lenguaje amable y positivo; perfecto para un ambiente familiar.	-5
Se nota que el experimento casero seguro es divertido; transmite una energía muy sana y ideal para una tarde tranquila.	-5
El video usa una simulación de rescate en juego infantil como ejemplo de actividad física sana y controlada.	-2
Buen contenido: video de animales felices; es claro, limpio y entretenido y me encantó el estilo amigable.	-5
El video muestra un juego de policías y ladrones sin agresividad; es ficticio y family friendly, sin daño real y con tono divertido.	-3
Comentario positivo sobre el actividad de plastilina: no contiene nada fuerte ni inapropiado y muy sano y agradable de ver.	-5
Este rutina de ejercicio suave mantiene un ambiente sano; tiene un mensaje muy amable y muy sano y agradable de ver.	-5
El video usa un desafío de risas entre primos como recurso cómico, sin contenido fuerte ni preocupante.	-4
Se nota que el cuento corto animado es creativo; está muy bien hecho y no tiene nada preocupante y lo vería otra vez con mi familia.	-5
Este video funciona muy bien para niños porque mantiene un tono divertido y seguro; gran trabajo del creador.	-5
Aunque hay una demostración de defensa personal segura, el contexto es seguro, deportivo y respetuoso.	-2
Comentario positivo sobre el experimento casero seguro: deja una sensación muy positiva y se nota que está pensado con cuidado.	-5
Comentario positivo sobre el historia con moraleja: es completamente amigable para niños y se nota que está pensado con cuidado.	-5
El momento de un juego de dodgeball con pelotas blandas es activo, pero se enfoca en disciplina, respeto y seguridad.	-2
Buen contenido: video de naturaleza; transmite una energía muy sana y lo recomendaría para niños.	-5
El tono del video de baile infantil es familiar, limpio y agradable; lo recomendaría para niños.	-5
La situación de una rivalidad ligera entre personajes amables es amigable y deja claro que todo es juego.	-4
Buen contenido: reto divertido sin peligro; se entiende fácil y es muy respetuoso y lo vería otra vez con mi familia.	-5
Buen contenido: video de baile infantil; me gustó porque es tranquilo y educativo y me encantó el estilo amigable.	-5
Este video funciona muy bien para niños porque es ideal para pasar un buen rato; se nota que está pensado con cuidado.	-5
Muy buen juego de adivinanzas; deja una sensación muy positiva, con un mensaje apto para toda la familia.	-5
La escena de una caída cómica sobre colchoneta está presentada con cuidado, como entrenamiento o juego supervisado.	-2
Muy buen video de origami; promueve creatividad y buen ánimo, con un mensaje apto para toda la familia.	-5
El rutina de ejercicio suave está muy bien logrado; deja una sensación muy positiva y se nota que está pensado con cuidado.	-5
Este animación colorida mantiene un ambiente sano; es ideal para pasar un buen rato y buen contenido para todas las edades.	-5
Este clip de mascotas tiernas mantiene un ambiente sano; está muy bien hecho y no tiene nada preocupante y se nota que está pensado con cuidado.	-5
Este video funciona muy bien para niños porque tiene un mensaje muy amable; me encantó el estilo amigable.	-5
Me gustó este broma inocente; no contiene nada fuerte ni inapropiado y lo recomendaría para niños.	-5
Buen contenido: reto divertido sin peligro; se siente alegre y positivo y lo recomendaría para niños.	-5
Muy buen video de dibujos animados; es completamente amigable para niños, con un mensaje apto para toda la familia.	-5
El video muestra un juego de policías y ladrones sin agresividad; es ficticio y family friendly, sin daño real y con tono divertido.	-3
Me gustó este historia con moraleja; usa un lenguaje amable y positivo y aporta algo positivo y sencillo.	-5
Buen contenido: video de magia sencilla; me gustó porque es tranquilo y educativo y gran trabajo del creador.	-5
Muy buen video de lectura infantil; se entiende fácil y es muy respetuoso, con un mensaje apto para toda la familia.	-5
Comentario positivo sobre el video de cocina sencilla: me gustó porque es tranquilo y educativo y ideal para una tarde tranquila.	-5
Buen contenido: clip de mascotas tiernas; tiene un mensaje muy amable y lo vería otra vez con mi familia.	-5
El tono del video musical alegre es divertido, limpio y agradable; muy buena opción para contenido seguro.	-5
Este video funciona muy bien para niños porque es claro, limpio y entretenido; se nota que está pensado con cuidado.	-5
El video convierte una batalla de bolas de nieve en tono cómico en aventura familiar, con respeto y sin consecuencias graves.	-3
El tono del cuento corto animado es entretenido, limpio y agradable; perfecto para un ambiente familiar.	-5
Me gustó la parte de un reto de obstáculos blandos porque parece competencia sana, con reglas claras y buen humor.	-4
Comentario positivo sobre el juego de mesa familiar: no contiene nada fuerte ni inapropiado y se nota que está pensado con cuidado.	-5
Buen contenido: clip de mascotas tiernas; se entiende fácil y es muy respetuoso y perfecto para un ambiente familiar.	-5
El canción para aprender está muy bien logrado; tiene un mensaje muy amable y lo vería otra vez con mi familia.	-5
El tono del juego de adivinanzas es entretenido, limpio y agradable; muy buena opción para contenido seguro.	-5
Me gustó este actividad escolar divertida; promueve creatividad y buen ánimo y muy sano y agradable de ver.	-5
Este canción para aprender es entretenido; tiene un mensaje muy amable y ideal para una tarde tranquila.	-5
El tono del video de animales felices es tranquilo, limpio y agradable; gran trabajo del creador.	-5
El momento de una competencia de videojuegos infantiles tiene conflicto muy leve, pero sigue siendo sano y familiar.	-4
Buen contenido: broma inocente; me pareció perfecto para ver en familia y muy sano y agradable de ver.	-5
El tono del reto de colores es limpio, limpio y agradable; muy sano y agradable de ver.	-5
Este animación colorida mantiene un ambiente sano; se entiende fácil y es muy respetuoso y se nota que está pensado con cuidado.	-5
Este reseña de juguetes mantiene un ambiente sano; usa un lenguaje amable y positivo y ideal para una tarde tranquila.	-5
El tono del juego de adivinanzas es inofensivo, limpio y agradable; ideal para una tarde tranquila.	-5
El video de ciencia fácil está muy bien logrado; es completamente amigable para niños y excelente para un momento tranquilo.	-5
La parte de un duelo de espadas de espuma es moderada y claramente de fantasía, con un ambiente positivo.	-3
El video de origami está muy bien logrado; es ideal para pasar un buen rato y muy sano y agradable de ver.	-5
La parte de una batalla de globos de agua en familia es ligera, cómica y no muestra daño real.	-4
Este video funciona muy bien para niños porque me pareció perfecto para ver en familia; aporta algo positivo y sencillo.	-5
El tono del reto de colores es bonito, limpio y agradable; perfecto para un ambiente familiar.	-5
Comentario positivo sobre el juego de mesa familiar: promueve creatividad y buen ánimo y lo vería otra vez con mi familia.	-5
Buen video con una batalla de globos de agua en familia; todo se siente controlado, alegre y family friendly.	-4
Este video de dibujos animados mantiene un ambiente sano; usa un lenguaje amable y positivo y muy sano y agradable de ver.	-5
Se nota que el video de animales felices es alegre; deja una sensación muy positiva y me encantó el estilo amigable.	-5
El tono del actividad de plastilina es amigable, limpio y agradable; se nota que está pensado con cuidado.	-5
Me gustó este juego de adivinanzas; está muy bien hecho y no tiene nada preocupante y gran trabajo del creador.	-5
La escena de un enfrentamiento de juguetes animados se presenta de forma caricaturesca, segura y fácil de entender para niños.	-3
La parte de una escena de acción física explicada como juego tiene movimiento físico, aunque todo sucede en un ambiente cuidado.	-2
Este comentario destaca que un duelo de piratas de juguete se siente como juego de niños, no como violencia real.	-3
Muy buen cuento corto animado; me hizo sonreír de forma sana, con un mensaje apto para toda la familia.	-5
La escena de una competencia de disfraces de superhéroes es muy suave y apta para niños, más como juego que como pelea.	-4
Muy buen rutina de ejercicio suave; se entiende fácil y es muy respetuoso, con un mensaje apto para toda la familia.	-5
Este experimento casero seguro es creativo; me gustó porque es tranquilo y educativo y excelente para un momento tranquilo.	-5
El momento de una batalla de bolas de nieve en tono cómico es claramente actuado y mantiene una intención divertida.	-3
Comentario positivo sobre el clip de mascotas tiernas: transmite una energía muy sana y muy sano y agradable de ver.	-5
Me gustó este video de lectura infantil; se entiende fácil y es muy respetuoso y muy buena opción para contenido seguro.	-5
Comentario positivo sobre el reto de colores: se siente alegre y positivo y muy sano y agradable de ver.	-5
Este experimento casero seguro mantiene un ambiente sano; promueve creatividad y buen ánimo y perfecto para un ambiente familiar.	-5
Este video funciona muy bien para niños porque me hizo sonreír de forma sana; muy sano y agradable de ver.	-5
Este actividad de plastilina mantiene un ambiente sano; tiene un mensaje muy amable y excelente para un momento tranquilo.	-5
Se nota que el reto divertido sin peligro es entretenido; mantiene un tono divertido y seguro y se nota que está pensado con cuidado.	-5
Me gustó la parte de una batalla de globos de agua en familia porque parece competencia sana, con reglas claras y buen humor.	-4
El video de animales felices está muy bien logrado; se entiende fácil y es muy respetuoso y muy buena opción para contenido seguro.	-5
Comentario positivo sobre el video de naturaleza: está muy bien hecho y no tiene nada preocupante y muy buena opción para contenido seguro.	-5
Este actividad de plastilina mantiene un ambiente sano; me hizo sonreír de forma sana y muy buena opción para contenido seguro.	-5
El tono del broma inocente es respetuoso, limpio y agradable; gran trabajo del creador.	-5
Se nota que el video de origami es sano; no contiene nada fuerte ni inapropiado y muy buena opción para contenido seguro.	-5
Me gustó este canción para aprender; promueve creatividad y buen ánimo y muy buena opción para contenido seguro.	-5
El video muestra un concurso de equilibrio con espuma; se ve como juego familiar, sin agresividad real, y mantiene un tono divertido.	-4
El cuento corto animado está muy bien logrado; no contiene nada fuerte ni inapropiado y lo vería otra vez con mi familia.	-5
El tono del reto de colores es tranquilo, limpio y agradable; aporta algo positivo y sencillo.	-5
Buen video con un duelo de baile con reglas claras; todo se siente controlado, alegre y family friendly.	-4
La parte de una clase de seguridad para evitar golpes tiene movimiento físico, aunque todo sucede en un ambiente cuidado.	-2
Comentario positivo sobre el video de animales felices: está muy bien hecho y no tiene nada preocupante y se nota que está pensado con cuidado.	-5
La parte de un juego de roles con héroes imaginarios es ligera, cómica y no muestra daño real.	-4
Este video funciona muy bien para niños porque usa un lenguaje amable y positivo; muy buena opción para contenido seguro.	-5
El momento de un desafío de risas entre primos tiene conflicto muy leve, pero sigue siendo sano y familiar.	-4
Este reto divertido sin peligro es limpio; me gustó porque es tranquilo y educativo y muy sano y agradable de ver.	-5
Este reto de colores mantiene un ambiente sano; mantiene un tono divertido y seguro y me encantó el estilo amigable.	-5
Muy buen animación colorida; me gustó porque es tranquilo y educativo, con un mensaje apto para toda la familia.	-5
Me gustó este clip de mascotas tiernas; promueve creatividad y buen ánimo y gran trabajo del creador.	-5
El tono del video de lectura infantil es limpio, limpio y agradable; perfecto para un ambiente familiar.	-5
Me gustó este juego de adivinanzas; es ideal para pasar un buen rato y me encantó el estilo amigable.	-5
Este reseña de juguetes mantiene un ambiente sano; transmite una energía muy sana y ideal para una tarde tranquila.	-5
Comentario positivo sobre el tutorial para ordenar juguetes: me pareció perfecto para ver en familia y se nota que está pensado con cuidado.	-5
El tono del video de origami es claro, limpio y agradable; aporta algo positivo y sencillo.	-5
Este historia con moraleja es alegre; se entiende fácil y es muy respetuoso y lo recomendaría para niños.	-5
Me gustó la parte de una batalla de rap limpia y divertida porque parece competencia sana, con reglas claras y buen humor.	-4
La situación de una batalla de rap limpia y divertida es amigable y deja claro que todo es juego.	-4
Muy buen video de ciencia fácil; muy bonito y apto para todos, con un mensaje apto para toda la familia.	-5
Me gustó este video de animales felices; me gustó porque es tranquilo y educativo y lo recomendaría para niños.	-5
Este animación colorida mantiene un ambiente sano; me pareció perfecto para ver en familia y gran trabajo del creador.	-5
Buen contenido: video de baile infantil; deja una sensación muy positiva y lo recomendaría para niños.	-5
Este comentario destaca que un duelo de espadas de espuma se siente como juego de niños, no como violencia real.	-3
Me gustó este broma inocente; no contiene nada fuerte ni inapropiado y muy buena opción para contenido seguro.	-5
El tono del video de comedia familiar es tranquilo, limpio y agradable; muy buena opción para contenido seguro.	-5
Muy buen experimento casero seguro; deja una sensación muy positiva, con un mensaje apto para toda la familia.	-5
El momento de un duelo de caballeros con accesorios de plástico es claramente actuado y mantiene una intención divertida.	-3
Se nota que el video de cocina sencilla es familiar; es claro, limpio y entretenido y muy buena opción para contenido seguro.	-5
Este reto de colores mantiene un ambiente sano; usa un lenguaje amable y positivo y perfecto para un ambiente familiar.	-5
Este juego de mesa familiar mantiene un ambiente sano; se entiende fácil y es muy respetuoso y lo recomendaría para niños.	-5
Se nota que el video de comedia familiar es ligero; es claro, limpio y entretenido y aporta algo positivo y sencillo.	-5
Me gustó este cuento corto animado; me gustó porque es tranquilo y educativo y muy sano y agradable de ver.	-5
La situación de un reto de almohadas de juguete es amigable y deja claro que todo es juego.	-4
Este video funciona muy bien para niños porque se siente alegre y positivo; lo recomendaría para niños.	-5
Este video funciona muy bien para niños porque deja una sensación muy positiva; lo vería otra vez con mi familia.	-5
Me gustó este rutina de ejercicio suave; transmite una energía muy sana y lo vería otra vez con mi familia.	-5
Este actividad escolar divertida es agradable; es ideal para pasar un buen rato y muy sano y agradable de ver.	-5
Este video de cocina sencilla mantiene un ambiente sano; usa un lenguaje amable y positivo y excelente para un momento tranquilo.	-5
Me gustó la parte de un concurso de bromas inocentes porque parece competencia sana, con reglas claras y buen humor.	-4
Este video tiene un video de acrobacias supervisadas, pero se entiende como deporte o actividad controlada.	-2
Buen contenido: juego de adivinanzas; es completamente amigable para niños y me encantó el estilo amigable.	-5
El video muestra una escena de choque ficticio con tono de caricatura; tiene acción más intensa, pero sigue siendo simulada, segura y sin daño explícito.	-1
Comentario positivo sobre el video de magia sencilla: es divertido sin ser pesado y aporta algo positivo y sencillo.	-5
El tono del video de cocina sencilla es familiar, limpio y agradable; buen contenido para todas las edades.	-5
El momento de una persecución de caricatura sin daño real es claramente actuado y mantiene una intención divertida.	-3
La parte de una secuencia de superhéroes simulada sin heridas requiere más criterio, pero sigue siendo family friendly y no gráfica.	-1
El video de cocina sencilla está muy bien logrado; me hizo sonreír de forma sana y se nota que está pensado con cuidado.	-5
Buen video con un desafío de risas entre primos; todo se siente controlado, alegre y family friendly.	-4
Este video funciona muy bien para niños porque mantiene un tono divertido y seguro; lo recomendaría para niños.	-5
Muy buen actividad de plastilina; está muy bien hecho y no tiene nada preocupante, con un mensaje apto para toda la familia.	-5
La parte de una competencia de robots de juguete es ligera, cómica y no muestra daño real.	-4
Me gustó este cuento corto animado; es claro, limpio y entretenido y gran trabajo del creador.	-5
Este tutorial para ordenar juguetes mantiene un ambiente sano; se entiende fácil y es muy respetuoso y se nota que está pensado con cuidado.	-5
Muy buen video de ciencia fácil; se siente alegre y positivo, con un mensaje apto para toda la familia.	-5
Se nota que el video de cocina sencilla es entretenido; tiene un mensaje muy amable y lo recomendaría para niños.	-5
El tutorial para ordenar juguetes está muy bien logrado; me hizo sonreír de forma sana y se nota que está pensado con cuidado.	-5
La situación de una discusión cómica que termina en amistad es amigable y deja claro que todo es juego.	-4
Este video funciona muy bien para niños porque muy bonito y apto para todos; ideal para una tarde tranquila.	-5
La parte de un duelo de piratas de juguete es moderada y claramente de fantasía, con un ambiente positivo.	-3
Se nota que el video de dibujos animados es amigable; me pareció perfecto para ver en familia y buen contenido para todas las edades.	-5
Comentario positivo sobre el video de ciencia fácil: es divertido sin ser pesado y muy buena opción para contenido seguro.	-5
El reseña de juguetes está muy bien logrado; muy bonito y apto para todos y lo recomendaría para niños.	-5
El video muestra una competencia de robots de juguete; se ve como juego familiar, sin agresividad real, y mantiene un tono divertido.	-4
Se nota que el video de ciencia fácil es amigable; promueve creatividad y buen ánimo y me encantó el estilo amigable.	-5
La parte de un duelo de magia ficticia es ligera, cómica y no muestra daño real.	-4
El video muestra una discusión cómica que termina en amistad; se ve como juego familiar, sin agresividad real, y mantiene un tono divertido.	-4
Buen contenido: reto de colores; muy bonito y apto para todos y aporta algo positivo y sencillo.	-5
Este video de ciencia fácil es amigable; está muy bien hecho y no tiene nada preocupante y gran trabajo del creador.	-5
Se nota que el video de lectura infantil es limpio; transmite una energía muy sana y excelente para un momento tranquilo.	-5
Muy buen canción para aprender; no contiene nada fuerte ni inapropiado, con un mensaje apto para toda la familia.	-5
El tono del experimento casero seguro es seguro, limpio y agradable; muy sano y agradable de ver.	-5
Este video funciona muy bien para niños porque muy bonito y apto para todos; me encantó el estilo amigable.	-5
El canción para aprender está muy bien logrado; me hizo sonreír de forma sana y muy sano y agradable de ver.	-5
La parte de un reto de obstáculos blandos es ligera, cómica y no muestra daño real.	-4
El historia con moraleja está muy bien logrado; es completamente amigable para niños y buen contenido para todas las edades.	-5
Me gustó este reseña de juguetes; no contiene nada fuerte ni inapropiado y me encantó el estilo amigable.	-5
El tono del canción para aprender es alegre, limpio y agradable; lo vería otra vez con mi familia.	-5
Buen contenido: video musical alegre; me gustó porque es tranquilo y educativo y aporta algo positivo y sencillo.	-5
La parte de un choque cómico entre personajes de caricatura es moderada y claramente de fantasía, con un ambiente positivo.	-3
Buen video con una competencia de robots de juguete; todo se siente controlado, alegre y family friendly.	-4
La parte de un concurso de bromas inocentes es ligera, cómica y no muestra daño real.	-4
Buen contenido: tutorial de manualidades; se entiende fácil y es muy respetuoso y aporta algo positivo y sencillo.	-5
Buen contenido: video de baile infantil; muy bonito y apto para todos y gran trabajo del creador.	-5
El video musical alegre está muy bien logrado; es ideal para pasar un buen rato y ideal para una tarde tranquila.	-5
Comentario positivo sobre el video de cocina sencilla: me pareció perfecto para ver en familia y gran trabajo del creador.	-5
Este video de naturaleza es positivo; es claro, limpio y entretenido y aporta algo positivo y sencillo.	-5
El video de magia sencilla está muy bien logrado; es divertido sin ser pesado y se nota que está pensado con cuidado.	-5
El momento de una secuencia deportiva intensa pero respetuosa tiene energía alta, aunque se mantiene ficticio, deportivo y apto.	-1
Muy buen video educativo para niños; muy bonito y apto para todos, con un mensaje apto para toda la familia.	-5
